360AE74130509697	1516377848	39.724844	76.169912
360AE74130509697	1516377853	39.725072	76.169565
360AE74130509697	1516377858	39.725202	76.169366
360AE74130509697	1516377863	39.725413	76.169073
360AE74130509697	1516377868	39.725551	76.168925
360AE74130509697	1516377873	39.725773	76.169081
360AE74130509697	1516377878	39.725890	76.169389
360AE74130509697	1516377883	39.726098	76.169883
360AE74130509697	1516377889	39.726306	76.170214
360AE74130509697	1516377894	39.726410	76.170620
360AE74130509697	1516377899	39.726385	76.170732
360AE74130509697	1516377904	39.726343	76.170750
360AE74130509697	1516377909	39.726343	76.170750
360AE74130509697	1516377914	39.726343	76.170750
360AE74130509697	1516377919	39.726343	76.170750
360AE74130509697	1516377924	39.726343	76.170750
360AE74130509697	1516377929	39.726343	76.170750
360AE74130509697	1516377934	39.726343	76.170750
360AE74130509697	1516377939	39.726343	76.170750
360AE74130509697	1516377944	39.726343	76.170750
360AE74130509697	1516377949	39.726343	76.170750
360AE74130509697	1516377954	39.726343	76.170750
360AE74130509697	1516377959	39.726343	76.170750
360AE74130509697	1516377964	39.726343	76.170750
360AE74130509697	1516377969	39.726343	76.170750
360AE74130509697	1516377974	39.726343	76.170750
360AE74130509697	1516377979	39.726343	76.170750
360AE74130509697	1516377984	39.726343	76.170750
360AE74130509697	1516377989	39.726343	76.170750
360AE74130509697	1516377994	39.726343	76.170750
360AE74130509697	1516377999	39.726343	76.170750
360BC73930104361	1516377892	23.901949	106.638173
360BC73930104361	1516377897	23.902520	106.637692
360BC73930104361	1516377902	23.902799	106.637267
360BC73930104361	1516377907	23.903119	106.636578
360BC73930104361	1516377912	23.903293	106.636112
360BC73930104361	1516377917	23.903472	106.635365
360BC73930104361	1516377922	23.903561	106.634837
360BC73930104361	1516377927	23.903598	106.634122
360BC73930104361	1516377932	23.903617	106.633678
360BC73930104361	1516377937	23.903624	106.632921
360BC73930104361	1516377942	23.903653	106.632394
360BC73930104361	1516377947	23.903713	106.631603
360BC73930104361	1516377952	23.903771	106.631065
360BC73930104361	1516377957	23.903848	106.630291
360BC73930104361	1516377962	23.903895	106.629799
360BC73930104361	1516377967	23.903953	106.629126
360BC73930104361	1516377972	23.904008	106.628723
360BC73930104361	1516377977	23.904083	106.628091
360BC73930104361	1516377982	23.904267	106.627754
360BC73930104361	1516377987	23.904870	106.627602
360BC73930104361	1516377992	23.905292	106.627521
360BC73930104274	1516377877	23.224470	116.310820
360BC73930104274	1516377882	23.224823	116.310594
360BC73930104274	1516377887	23.225161	116.310404
360BC73930104274	1516377892	23.225860	116.310151
360BC73930104274	1516377897	23.226716	116.310039
360BC73930104274	1516377902	23.227295	116.310043
360BC73930104274	1516377908	23.228079	116.310123
360BC73930104274	1516377913	23.228627	116.310194
360BC73930104274	1516377918	23.229449	116.310295
360BC73930104274	1516377923	23.229977	116.310360
360BC73930104274	1516377928	23.230753	116.310462
360BC73930104274	1516377933	23.231267	116.310530
360BC73930104274	1516377938	23.232048	116.310635
360BC73930104274	1516377943	23.232494	116.310696
360BC73930104274	1516377948	23.232886	116.310730
360BC73930104274	1516377953	23.232983	116.310638
360BC73930104274	1516377958	23.232969	116.310467
360BC73930104274	1516377963	23.232976	116.310337
360BC73930104274	1516377968	23.232977	116.309977
360BC73930104274	1516377973	23.232997	116.309664
360BC73930104274	1516377978	23.233017	116.309232
360AE74130503746	1516377963	49.225027	119.757786
360AE74130503746	1516377968	49.224507	119.757568
360AE74130503746	1516377973	49.223697	119.757236
360AE74130503746	1516377978	49.223242	119.757146
360AE74130503746	1516377983	49.222783	119.757135
360AE74130503746	1516377988	49.222610	119.756966
360AE74130503746	1516377993	49.222347	119.756995
360AE74130503746	1516377998	49.222180	119.757248
360AE74130503746	1516378003	49.221720	119.757373
360AE74130503746	1516378008	49.221290	119.757492
360AE74130503746	1516378014	49.220525	119.757685
360AE74130503746	1516378019	49.220097	119.757934
360AE74130503746	1516378024	49.219538	119.758164
360AE74130503746	1516378029	49.218847	119.758318
360AE74130503746	1516378034	49.218330	119.758431
360AE74130503746	1516378039	49.217593	119.758624
360AE74130503746	1516378044	49.217265	119.758549
360AE74130503746	1516378049	49.216670	119.758394
360AE74130503746	1516378054	49.216243	119.758219
360AE74130503746	1516378059	49.215532	119.758161
360AE74130503746	1516378064	49.215020	119.758123
360AE73620403934	1516378000	23.031775	116.308293
360AE73620403934	1516378005	23.031700	116.308092
360AE73620403934	1516378010	23.031597	116.307808
360AE73620403934	1516378015	23.031553	116.307688
360AE73620403934	1516378025	23.031533	116.307600
360AE73620403934	1516378030	23.031434	116.307372
360AE73620403934	1516378035	23.031282	116.307041
360AE73620403934	1516378040	23.031167	116.306803
360AE73620403934	1516378045	23.031022	116.306441
360AE73620403934	1516378050	23.030899	116.306200
360AE73620403934	1516378055	23.030733	116.305787
360AE73620403934	1516378060	23.030648	116.305541
360AE73620403934	1516378065	23.030550	116.305251
360AE73620403934	1516378070	23.030467	116.305023
360AE73620403934	1516378075	23.030323	116.304597
360AE73620403934	1516378080	23.030218	116.304307
360AE73620403934	1516378085	23.030066	116.303859
360AE73620403934	1516378090	23.029949	116.303575
360AE73620403934	1516378095	23.029781	116.303166
360AE73620403934	1516378101	23.029645	116.302885
360AE73620403934	1516378106	23.029467	116.302444
360AE74430204251	1516371405	23.145455	108.291022
360AE74430204251	1516378015	23.145455	108.291022
360AE74430204251	1516378020	23.145455	108.291022
360AE74430204251	1516378025	23.145455	108.291022
360AE74430204251	1516378030	23.145455	108.291022
360AE74430204251	1516378035	23.145455	108.291022
360AE74430204251	1516378040	23.145455	108.291022
360AE74430204251	1516378045	23.145455	108.291022
360AE74430204251	1516378051	23.145455	108.291022
360AE74430204251	1516378056	23.145455	108.291022
360AE74430204251	1516378061	23.145455	108.291022
360AE74430204251	1516378066	23.145455	108.291022
360AE74430204251	1516378071	23.145455	108.291022
360AE74430204251	1516378076	23.145455	108.291022
360AE74430204251	1516378081	23.145455	108.291022
360AE74430204251	1516378086	23.145455	108.291022
360AE74430204251	1516378091	23.145455	108.291022
360AE74430204251	1516378096	23.145455	108.291022
360AE74430204251	1516378101	23.145455	108.291022
360AE74430204251	1516378106	23.145455	108.291022
360AE74430204251	1516378111	23.145455	108.291022
